title,genre
"Hi-Lo Country, The (1998)",Drama Romance Western
"Giant Mechanical Man, The (2012)",Comedy Drama Romance
Dance Flick (2009),Comedy Musical
What Happens in Vegas... (2008),Comedy Romance
Richard Pryor Live on the Sunset Strip (1982),Comedy Documentary
Shazam! (2019),Action Adventure Fantasy Sci-Fi
In Too Deep (1999),Action Thriller
"Crow: City of Angels, The (1996)",Action Thriller
Die Fighting (2014),Action Thriller
Lawn Dogs (1997),Drama
"Evening Star, The (1996)",Comedy Drama
Drone (2017),Thriller
Chasing Liberty (2004),Comedy Romance
Elling (2001),Comedy Drama
"General, The (1926)",Comedy War
Bad Lieutenant: Port of Call New Orleans (2009),Crime Drama
All Dogs Go to Heaven 2 (1996),Adventure Animation Children Fantasy Musical Romance
Castle Keep (1969),Drama War
Dragnet (1987),Comedy Crime Drama
Quatermass and the Pit (1967),Horror Sci-Fi
Universal Soldier: The Return (1999),Action Sci-Fi
Buried (2010),Mystery Thriller
"20,000 Days on Earth (2014)",Documentary Drama Musical
Wolf Children (Okami kodomo no ame to yuki) (2012),Animation Fantasy
Isolation (2005),Horror Thriller
"Trouble with Harry, The (1955)",Comedy Mystery
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action Crime Drama
"Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)",Comedy Drama
D.A.R.Y.L. (1985),Adventure Children Sci-Fi
Wild Child (2008),Drama Romance
"Girl on a Motorcycle, The (1968)",Drama Romance
Three Fugitives (1989),Action Comedy
Happy Accidents (2000),Romance Sci-Fi
Brothers (Brødre) (2004),Drama
Loft (2010),Comedy Thriller
Lights Out (2016),Horror
Charly (1968),Drama Sci-Fi
"It's the Great Pumpkin, Charlie Brown (1966)",Animation Children Comedy
Fail-Safe (1964),Drama Thriller War
Rendition (2007),Drama Thriller
Blood Work (2002),Crime Drama Mystery Thriller
"Idiots, The (Idioterne) (1998)",Comedy Drama
"One I Love, The (2014)",Comedy Drama Romance
El Terrible Toreador (1929),Animation
Spanking the Monkey (1994),Comedy Drama
Love Potion #9 (1992),Comedy Romance
Ocean Waves (Umi ga kikoeru) (1993),Animation Drama Romance
Star Wars: The Clone Wars (2008),Action Adventure Animation Sci-Fi
The Men Who Built America (2012),Documentary
"Affair to Remember, An (1957)",Drama Romance
Too Big to Fail (2011),Drama
Lock Up (1989),Action Adventure Crime Drama Thriller
"Sunset Limited, The (2011)",Drama
Max Payne (2008),Action Crime Drama Thriller
Cloud 9 (2014),Action Drama Romance
Destiny Turns on the Radio (1995),Comedy
Racing Stripes (2005),Children Comedy
Silent Hill: Revelation 3D (2012),Horror Mystery Thriller
Z (1969),Drama Mystery Thriller
Anne of the Thousand Days (1969),Drama
"Awakening, The (2011)",Horror Thriller
Trolls (2016),Adventure Animation Children
"Young Lions, The (1958)",Drama War
Haunted (2017),Crime Drama Horror
The Hunchedback Horse (1947),(no genres listed)
What's the Worst That Could Happen? (2001),Comedy
Belle and the Beast (2007),Drama Romance
Kopps (2003),Action Comedy
The Children Act (2018),Drama
9/11 (2002),Documentary
Yolki (2010),Comedy
Indie Game: The Movie (2012),Documentary
Stakeout (1987),Comedy Crime Romance Thriller
Falling in Love (1984),Drama Romance
"Set-Up, The (1949)",Drama Film-Noir Romance
London (2005),Drama
Half Nelson (2006),Drama
Sarkar (2005),Action Drama
Defense of the Realm (1986),Thriller
Joan Rivers: A Piece of Work (2010),Documentary
Teen Titans Go! To the Movies (2018),Animation Children
'Round Midnight (1986),Drama Musical
"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Drama
20 Dates (1998),Comedy Romance
After Earth (2013),Action Adventure Sci-Fi IMAX
Gentleman's Agreement (1947),Drama
Why Him? (2016),Comedy
Persuasion (2007),Drama Romance
Barely Lethal (2015),Action Adventure Comedy
"Way Home, The (Jibeuro) (2002)",Drama
Welcome to Marwen (2018),Animation Comedy Drama Fantasy
Tekkonkinkreet (Tekkon kinkurîto) (2006),Action Adventure Animation Crime Fantasy
The Butterfly Effect 3: Revelations (2009),Drama Fantasy Sci-Fi Thriller
"Odd Couple, The (1968)",Comedy
Werner - Volles Rooäää (1999),Animation Comedy
"Blood In, Blood Out (1993)",Action Crime Drama Thriller
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert (2008),Documentary
Dersu Uzala (1975),Adventure Drama
War Dogs (2016),Comedy
Watch Out for the Automobile (Beregis avtomobilya) (1966),Comedy Crime Romance
"Next Three Days, The (2010)",Crime Drama Romance Thriller
"Concorde: Airport '79, The (1979)",Drama
Operation Endgame (2010),Action Comedy Drama
Going the Distance (2004),Comedy
Stay Tuned (1992),Comedy
Bulletproof (1996),Action Comedy Crime
"Big Country, The (1958)",Romance Western
Grave of the Fireflies (Hotaru no haka) (1988),Animation Drama War
This Film Is Not Yet Rated (2006),Documentary
Let's Go to Prison (2006),Comedy
Veer Zaara (2004),Drama Musical Romance
Towelhead (a.k.a. Nothing is Private) (2007),Drama
Enough Said (2013),Comedy Drama Romance
Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary
Black Rain (1989),Action Crime Drama
2046 (2004),Drama Fantasy Romance Sci-Fi
"Last Castle, The (2001)",Action
Step Into Liquid (2002),Documentary
Step Up (2006),Drama Romance
Once Upon a Time in Hollywood (2019),Comedy Drama
I Am Number Four (2011),Action Sci-Fi Thriller IMAX
Black and White (1999),Drama
Sawdust and Tinsel (Gycklarnas afton) (1953),Drama
The Second Renaissance Part I (2003),Animation Sci-Fi
Legalese (1998),Crime Drama Romance
State of the Union (1948),Comedy Drama
"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
23 (23 - Nichts ist so wie es scheint) (1998),Drama Thriller
Hairspray (2007),Comedy Drama Musical
George Carlin: Life Is Worth Losing (2005),Comedy
Upside Down (2012),Drama Romance Sci-Fi
Beauty and the Beast (2017),Fantasy Romance
"Newton Boys, The (1998)",Crime Drama
Avalon (2001),Drama Fantasy Sci-Fi
Love and a .45 (1994),Action Comedy Crime
"Trip, The (2010)",Comedy Drama
Birth (2004),Drama Mystery
Fun with Dick and Jane (1977),Comedy
Victoria (2015),Crime Drama Romance
"Nine Lives of Fritz the Cat, The (1974)",Animation
Paris (2008),Comedy Drama Romance
Arctic (2018),Drama Thriller
Soul Men (2008),Comedy Musical
Tremors II: Aftershocks (1996),Comedy Horror Sci-Fi
Stockholm Stories (2014),Drama
Charade (1963),Comedy Crime Mystery Romance Thriller
Sillunu Oru Kaadhal (2006),Children Romance
Animal Farm (1954),Animation Drama
Faces of Death (1978),Documentary Horror
Turbo (2013),Adventure Animation Children Comedy Fantasy
The Woman in Black 2: Angel of Death (2015),Drama Horror Thriller
Earthsea (Legend of Earthsea) (2004),Adventure Drama Fantasy
Unleashed (Danny the Dog) (2005),Action Crime Drama Thriller
Levity (2003),Drama
Unknown (2006),Drama Mystery Thriller
Into the Woods (2014),Children Comedy Fantasy Musical
Regeneration (1997),Drama War
Murder! (1930),Mystery Thriller
Antarctica: A Year On Ice (2013),Adventure Documentary
A Simple Favor (2018),Crime Mystery Thriller
Don't Look Now (1973),Drama Horror Thriller
Trigun: Badlands Rumble (2010),Action Animation Sci-Fi Western
Che: Part One (2008),Drama War
Scusa ma ti chiamo amore (2008),Romance
House Party (1990),Comedy
Alex and Emma (2003),Comedy Drama Romance
"Harmonists, The (1997)",Drama
Cosmos Laundromat (2015),Animation
Music From Another Room (1998),Drama Romance
"Visitor, The (2007)",Drama Romance
Glen or Glenda (1953),Drama
Nomads (1986),Horror Mystery Thriller
Rudderless (2014),Comedy Drama
Chopping Mall (a.k.a. Killbots) (1986),Action Horror Sci-Fi
Monty Python's Fliegender Zirkus (1971),Comedy
High Crimes (2002),Thriller
No Direction Home: Bob Dylan (2005),Documentary
Darkness Falls (2003),Horror Thriller
Stander (2003),Action Crime Drama
A Most Violent Year (2014),Action Crime Drama Thriller
Love and Death on Long Island (1997),Comedy Drama
Breakin' All the Rules (2004),Comedy Romance
The Halfway House (2004),(no genres listed)
Ghoulies III: Ghoulies Go to College (1991),Comedy Horror
"Jeff, Who Lives at Home (2012)",Comedy Drama
Gunga Din (1939),Adventure Comedy War
Joy Ride (2001),Adventure Thriller
"Host, The (Gwoemul) (2006)",Comedy Drama Horror Sci-Fi Thriller
Warlock (1989),Action Horror
From Beyond (1986),Horror Sci-Fi
Haunt (2013),Horror Mystery
Your Sister's Sister (2011),Comedy Drama
The Twelve Months (1956),Animation Children
"Letter to Three Wives, A (1949)",Comedy Drama
Joyeux Noël (Merry Christmas) (2005),Drama War
Zero Days (2016),Documentary
"Party, The (1968)",Comedy
Enchanted April (1992),Drama Romance
Hush (2016),Thriller
"Fourth Kind, The (2009)",Horror Mystery Sci-Fi Thriller
Gentlemen Prefer Blondes (1953),Comedy Musical Romance
Like Father (2018),Comedy
Dr. Phibes Rises Again (1972),Adventure Comedy Horror Romance
Armed and Dangerous (1986),Comedy Crime
"Autumn Afternoon, An (Sanma no aji) (1962)",Drama
Criss Cross (1949),Crime Drama Film-Noir
Eaten Alive (Mangiati Vivi) (1980),Adventure Horror
Life and Debt (2001),Documentary
Rich and Strange (1931),Comedy Romance
"Black Cauldron, The (1985)",Adventure Animation Children Fantasy
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action Drama Thriller War
Identification of a Woman (Identificazione di una donna) (1982),Drama
Andre (1994),Adventure Children Drama
Delirious (1991),Comedy
"Red Baron, The (Der rote Baron) (2008)",Action Drama Romance War
Niagara (1953),Drama Thriller
Go Fish (1994),Drama Romance
Wild Tales (2014),Comedy Drama Thriller
Orgazmo (1997),Comedy
My Name Is Bruce (2007),Comedy Horror
"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy Drama Musical Romance
Boys (2014),Drama
Room Service (1938),Comedy
Dave Chappelle: For What it's Worth (2004),Comedy
Control Room (2004),Documentary War
Penguins of Madagascar (2014),Adventure Animation Children Comedy
Taxi 2 (2000),Action Comedy
"Official Story, The (La historia oficial) (1985)",Drama
Butter (2011),Comedy
Kill the Messenger (2014),Crime Drama Mystery Thriller
Extremely Loud and Incredibly Close (2011),Drama
Purple Noon (Plein soleil) (1960),Crime Drama Thriller
Supercop 2 (Project S) (Chao ji ji hua) (1993),Action Comedy Crime Thriller
3 Days to Kill (2014),Action Crime Drama
Consenting Adults (1992),Thriller
Crimewave (1985),Comedy Crime
Taxi 4 (2007),Action Comedy
Ghostbusters (2016),Action Comedy Horror Sci-Fi
Karlson Returns (1970),Adventure Animation Children
Children of the Corn II: The Final Sacrifice (1993),Horror
Digging to China (1998),Drama
Beaufort (2007),Action Drama War
Don't Hang Up (2017),Horror Thriller
Limbo (1999),Drama
Balto (1995),Adventure Animation Children
Spider (2002),Drama Mystery
Marat/Sade (1966),Drama Musical
Last Days (2005),Drama
28 Up (1985),Documentary
"Rage: Carrie 2, The (1999)",Horror
Asterix: The Magic Potion ’s Secret (2018),Animation
Warcraft (2016),Action Adventure Fantasy
Popstar: Never Stop Never Stopping (2016),Comedy
"Boss of It All, The (Direktøren for det hele) (2006)",Comedy Drama
Nothing But Trouble (1991),Adventure Comedy
"Water Diviner, The (2014)",Action Drama War
Battle Beyond the Stars (1980),Sci-Fi
"Little Foxes, The (1941)",Drama
Edvard Munch (1974),Drama
The Square (2017),Drama
All the Right Moves (1983),Drama Romance
Duplex (2003),Comedy Crime
Little Nikita (1988),Drama
Another Stakeout (1993),Comedy Thriller
"Company of Wolves, The (1984)",Fantasy Horror
A Most Wanted Man (2014),Thriller
Frequencies (2013),Mystery Romance Sci-Fi
Oliver Twist (1948),Adventure Crime Drama
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
Ant-Man and the Wasp (2018),Action Adventure Comedy Fantasy Sci-Fi
Citizen Ruth (1996),Comedy Drama
X: The Man with the X-Ray Eyes (1963),Sci-Fi Thriller
Gray's Anatomy (1996),Comedy Drama
Dying Young (1991),Drama Romance
"MatchMaker, The (1997)",Comedy Romance
H.O.T.S. (1979),Comedy
City Island (2009),Comedy Drama
Talk Radio (1988),Drama
"Seven-Per-Cent Solution, The (1976)",Adventure Comedy Crime Drama Mystery Thriller
"Ilsa, She Wolf of the SS (1974)",Horror
Gothika (2003),Horror Thriller
"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",Horror
Shenandoah (1965),Drama War Western
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy Romance
Footnote (Hearat Shulayim) (2011),Drama
"Taste of Others, The (Le goût des autres) (2000)",Comedy Drama Romance
Shut Up & Sing (2006),Documentary
"Little Princess, The (1939)",Children Drama
White Heat (1949),Crime Drama Film-Noir
Victoria & Abdul (2017),Drama
Summer Catch (2001),Comedy Drama Romance
Poultrygeist: Night of the Chicken Dead (2006),Comedy Horror Musical
White Fang (1991),Adventure
Breaking Up (1997),Comedy Romance
Zatoichi (1989),Action Drama
"Larceny, Inc. (1942)",Comedy Crime Drama
"Inn of the Sixth Happiness, The (1958)",Adventure Drama
"Many Adventures of Winnie the Pooh, The (1977)",Animation Children Musical
We Bought a Zoo (2011),Comedy Drama
Barbershop (2002),Comedy
Ninja III: The Domination (1984),Action
Teenage Mutant Ninja Turtles (2014),Action Adventure Comedy
"Grudge 2, The (2006)",Drama Horror Mystery Thriller
Salmon Fishing in the Yemen (2011),Comedy Drama Romance
"Summer Hours (Heure d'été, L') (2008)",Drama
Prince Valiant (1997),Adventure
"Signal, The (2014)",Sci-Fi Thriller
Female Perversions (1996),Drama
44 Minutes: The North Hollywood Shoot-Out (2003),Action Crime
Side Out (1990),Comedy Romance
Dragon Ball: Yo! Son Goku and Friends Return!! (2008),Action Adventure Animation
Reckless Kelly (1994),Comedy
"Air Up There, The (1994)",Comedy
Darkened Room (2002),Drama
"Stuff, The (1985)",Comedy Horror Mystery Sci-Fi
Being Julia (2004),Comedy Drama
Last Holiday (2006),Comedy
Impromptu (1991),Comedy Romance
Tyler Perry's Madea's Family Reunion (2006),Comedy Drama
"Grey Fox, The (1982)",Romance Western
Not Quite Human (1987),(no genres listed)
Springsteen On Broadway (2018),(no genres listed)
Teaching Mrs. Tingle (1999),Comedy Thriller
"Claymation Christmas Celebration, A (1987)",Animation Children Comedy Musical
"Christmas Carol, A (Scrooge) (1951)",Drama Fantasy
"Neon Bible, The (1995)",Drama
Mona Lisa Smile (2003),Drama Romance
Highlander II: The Quickening (1991),Action Sci-Fi
"Roommate, The (2011)",Drama Thriller
Be Cool (2005),Comedy Crime Musical
"Forbidden City, U.S.A. (1989)",Documentary
Little Sister (2016),Comedy
Return of the Living Dead 3 (1993),Horror Romance Sci-Fi
Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),Comedy War
"Enforcer, The (1976)",Crime
Upgrade (2018),Action Comedy Horror Sci-Fi Thriller
Venom (2018),Action Horror Sci-Fi Thriller
David Cross: Bigger & Blackerer (2010),Comedy Documentary
Another Day in Paradise (1998),Drama
Young Doctors in Love (1982),Comedy
Rescue Dawn (2006),Action Adventure Drama War
Cow Belles (2006),Children Comedy Romance
Piper (2016),Animation
The Spectacular Now (2013),Comedy Drama Romance
Closed Circuit (2013),Crime Drama Mystery
BloodRayne (2005),Action Fantasy
Bird Box (2018),Drama Sci-Fi Thriller
Kicking and Screaming (1995),Comedy Drama
Adam's Rib (1949),Comedy Romance
Grandma's Boy (2006),Comedy
Taste the Waste (2011),Documentary
Tall Tale (1995),Adventure Children Fantasy Western
Fe (1994),(no genres listed)
Warm Bodies (2013),Comedy Horror Romance
The Great Raid (2005),Action Drama War
Henry Fool (1997),Comedy Drama
4 Little Girls (1997),Documentary
Angels and Insects (1995),Drama Romance
"Power of One, The (1992)",Drama
Trespass Against Us (2017),Action Crime Drama Thriller
Marley & Me (2008),Comedy Drama
Azumi (2003),Action Adventure Drama Thriller
"Pandora's Box (Büchse der Pandora, Die) (1929)",Drama
"Boys of St. Vincent, The (1992)",Drama
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure Animation Children Fantasy
"Good Son, The (1993)",Drama Thriller
Without a Paddle (2004),Comedy
"Purge, The (2013)",Crime Horror Thriller
Hallam Foe (Mister Foe) (2007),Drama Romance
Funny Farm (1988),Comedy
Best Men (1997),Action Comedy Crime Drama
Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy Drama
Stealing Beauty (1996),Drama
Blow-Out (La grande bouffe) (1973),Drama
Phantom Thread (2017),Drama Romance
Barfi! (2012),Comedy Drama Romance
Big Stan (2007),Comedy
Zombie Strippers! (2008),Comedy Horror
Love the Beast (2009),Documentary
Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror Sci-Fi Thriller
"Last Broadcast, The (1998)",Horror Mystery Thriller
Joe Strummer: The Future Is Unwritten (2007),Documentary
"Pyromaniac's Love Story, A (1995)",Comedy Romance
Mr. Woodcock (2007),Comedy
"Ultimate Gift, The (2006)",Drama
Me Myself I (2000),Comedy Romance
Christmas with the Kranks (2004),Children Comedy
"Brothers Bloom, The (2008)",Adventure Comedy Crime Romance
"Reader, The (2008)",Drama Romance
Seven Days in May (1964),Thriller
Daylight (Daglicht) (2013),Action Thriller
"Birth of a Nation, The (1915)",Drama War
Zatoichi Meets Yojimbo (Zatôichi to Yôjinbô) (Zatôichi 20) (1970),Action Adventure Drama
Man Push Cart (2005),Drama
Super (2010),Action Comedy Drama
Topsy-Turvy (1999),Comedy Drama Musical
Invictus (2009),Drama
Avengers: Infinity War - Part II (2019),Action Adventure Sci-Fi
"Four Musketeers, The (1974)",Action Adventure Comedy Romance
Saving Grace (2000),Comedy
The Neon Demon (2016),Drama Horror Mystery
The Ritual (2017),Horror
"Sick: The Life & Death of Bob Flanagan, Supermasochist (1997)",Documentary
The Florida Project (2017),Drama
Velvet Buzzsaw (2019),Crime Drama Horror Mystery Thriller
"Omega Code, The (1999)",Action
The Parallel Street (1962),(no genres listed)
Southland Tales (2006),Comedy Drama Sci-Fi Thriller
Baahubali: The Beginning (2015),Action Drama
"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary
"Yards, The (2000)",Crime Drama
Elaine Stritch: Shoot Me (2013),Documentary Musical
Being Human (1993),Drama
King Solomon's Mines (1950),Action Adventure Romance
Chasing (2016),Action Comedy
Sebastian's Voodoo (2008),Animation Horror
Cat People (1982),Drama Fantasy Horror
Lorna's Silence (Le silence de Lorna) (2008),Drama
Point Blank (1967),Action Crime Drama Thriller
